id,degree_all,eigen_all,close_all,between_all,cluster_all,component_all,component_size_all
2002-019,41,0.042929045910023556,3.61545970570158e-5,13033.129289950968,5,1,8522
2002-020,23,0.013294382907122542,3.4811668871405693e-5,17173.964046515906,1,1,8522
2002-021,21,0.007732636777385841,3.3640584000538246e-5,6094.354177703523,1,1,8522
2002-022,1,1.7400304488772818e-5,2.303669745905227e-5,0,533,1,8522
2002-023,5,0.001834635242585455,3.079860790292279e-5,745.0341052319607,1,1,8522
2002-024,14,0.002083004361810199,3.080714725816389e-5,1784.0122560458906,1,1,8522
2002-025,8,0.0011167517136260255,2.963753297175543e-5,8813.522401589851,1,1,8522
2002-026,17,0.025770213576139296,3.4579342300909435e-5,5945.940575815112,5,1,8522
2002-027,8,0.022619895734308716,3.25743509560572e-5,148.21946377852808,49,1,8522
2002-028,29,0.0481201583031235,3.6255528968167646e-5,10077.389962466103,5,1,8522
2002-029,26,0.024540617212741683,3.251398101183509e-5,1741.7509415670738,5,1,8522
2002-030,25,0.030423665715153106,3.4783818567602355e-5,10847.889382630618,49,1,8522
2002-031,16,0.012282117197429342,3.4849276877504794e-5,6531.936250495467,1,1,8522
2002-032,11,8.972971685144035e-4,3.0171373400917208e-5,3496.7395349484595,55,1,8522
2002-033,16,0.05346284647460883,3.458532198934772e-5,1302.69785191305,29,1,8522
2002-034,25,0.015854442350532644,3.4569779099111554e-5,8311.324440096481,5,1,8522
2002-035,24,0.025432296104078926,3.385584182550699e-5,6105.417540089317,2,1,8522
2002-036,51,0.06429999860963238,3.768039489053845e-5,40019.66032552019,25,1,8522
2002-037,12,0.00321731527514446,3.1789426836634136e-5,3570.3632069119426,48,1,8522
2002-038,7,0.0014688145587104164,2.9651593773165308e-5,23.585955932219573,39,1,8522
2002-039,41,0.20107552227941852,3.7470023980815345e-5,9367.12358611191,29,1,8522
2002-040,8,0.0028475722946578585,3.1434678737583306e-5,634.6360698218452,138,1,8522
2002-041,9,0.01795972746784345,3.305566574110803e-5,291.01735303167186,49,1,8522
2002-042,8,0.002421129012953857,3.0786281632904375e-5,1908.4806314804173,1,1,8522
2002-043,16,0.023862278014157145,3.5124692658939236e-5,2184.926856067599,1,1,8522
2002-044,22,0.009104538668763255,3.454947484798231e-5,8928.14838177723,1,1,8522
2002-045,12,0.0149862782443431,3.398932735121172e-5,3323.3501595743946,29,1,8522
2002-046,11,0.013678953508076973,3.177326597400947e-5,435.2499464189589,5,1,8522
2002-047,41,0.06792307391466244,3.771165667307765e-5,16038.83330458176,1,1,8522
2002-048,10,0.009344421470048327,3.3782642478294656e-5,2617.25960760591,1,1,8522
2002-049,11,0.07032154782334354,3.37427453097584e-5,344.1631158475007,29,1,8522
2002-050,19,0.06473094641472885,3.3264586521189545e-5,517.0617882400395,89,1,8522
2002-051,9,0.005462957030105894,3.0630685821055535e-5,557.6517958014216,19,1,8522
2002-052,26,0.022044018330214774,3.563537880407669e-5,16365.000889679643,1,1,8522
2002-053,1,2.2201231093176132e-4,2.6842034626224666e-5,0,556,1,8522
2002-054,15,0.01529090290020596,3.479229002852968e-5,3398.4821206659162,1,1,8522
2002-055,2,0.004824779797187207,3.0393289161753083e-5,0,49,1,8522
2002-056,1,1.81406467508856e-5,2.350286734981668e-5,0,540,1,8522
2002-057,36,0.09563387097402153,3.717886753169498e-5,5594.481500233253,1,1,8522
2002-058,53,0.1253112993605299,3.6545700398348135e-5,14900.640511807467,49,1,8522
2002-059,21,0.030926821522090923,3.6227946237727784e-5,6085.651091154535,1,1,8522
2002-060,11,0.0029767113052754923,3.233838890146493e-5,3619.5237777967254,39,1,8522
2002-061,2,0.00406763006602244,2.9482001238244052e-5,104.25292652672564,5,1,8522
2002-062,14,0.004319004743025736,3.273108143493061e-5,2565.2119319192952,1,1,8522
2002-063,12,0.003765679772072342,3.1229505636925764e-5,2764.169602993471,110,1,8522
2002-064,3,5.639366957614858e-4,2.8376844494892165e-5,23.343216904045335,28,1,8522
2002-065,10,0.0087506040668345,3.2933737320511135e-5,689.127786977787,16,1,8522
2002-066,6,0.003781906180429742,3.0279173984133713e-5,34.71336356881788,15,1,8522
2002-067,20,0.01507784258148781,3.468849729429722e-5,15520.64389624262,1,1,8522
2002-068,14,0.00947030178494145,3.4072711165627454e-5,17632.094920448544,1,1,8522
2002-069,11,0.020861874384098186,3.294133148861877e-5,1715.8974044071183,29,1,8522
2002-070,1,4.1644573893756434e-5,2.4255948771436196e-5,0,536,1,8522
2002-072,21,0.1248703577903726,3.561507229859677e-5,2114.92004411532,29,1,8522
2002-073,27,0.07581387750977418,3.568115321487191e-5,2229.1396180556535,49,1,8522
2002-074,20,0.10891896199995835,3.51271603203597e-5,2039.6329339870763,29,1,8522
2002-075,18,0.024147750745041385,3.483713638738896e-5,4166.525347886591,21,1,8522
2002-076,50,0.24416862929228603,3.697404422095689e-5,8257.75692169386,29,1,8522
2002-077,41,0.11113186585047681,3.734129947722181e-5,8142.803964479914,29,1,8522
2002-078,49,0.14559476076716305,3.796651353506208e-5,12523.421685871519,29,1,8522
2002-079,31,0.026801851586440106,3.6175523640704696e-5,14825.058054152274,1,1,8522
2002-080,21,0.0033177878101068015,3.143171460003143e-5,1615.453620507957,138,1,8522
2002-081,32,0.04953017821074462,3.385584182550699e-5,1398.5009647432569,25,1,8522
2002-082,42,0.053233590119149965,3.5085257174935096e-5,8051.120945068034,5,1,8522
2002-083,45,0.18110152466475746,3.838624237073433e-5,11652.440961399478,29,1,8522
2002-084,8,0.004929255864690889,3.1719850282306667e-5,924.0924944418227,49,1,8522
2002-085,35,0.18149221211478758,3.68093643022785e-5,6810.366605411504,29,1,8522
2003-001,18,0.01717295813771823,3.158559696778269e-5,633.866845988793,5,1,8522
2003-002,25,0.03157630806086265,3.361118580263512e-5,2963.1508272450583,5,1,8522
2003-003,12,0.0043520883870915884,3.3099430689792135e-5,2174.276992948362,1,1,8522
2003-004,13,0.022418400709200113,3.156167150612296e-5,418.8993448147723,89,1,8522
2003-005,9,0.0070608575359962225,3.201024327784891e-5,298.3399689349195,1,1,8522
2003-006,107,0.50975763552847,4.0515355319666154e-5,56364.6316982551,29,1,8522
2003-019,13,0.04673938369900515,3.365077228522394e-5,882.6132463594112,89,1,8522
2003-020,15,0.007377297417194278,3.277291646183594e-5,4542.685966723195,5,1,8522
2003-021,5,4.6528102380363664e-4,2.8511147858812794e-5,2978.7825911904724,1,1,8522
2003-022,21,0.008218390847112726,3.381462820816285e-5,5113.897814860186,16,1,8522
2003-023,12,0.028808021748832357,3.249601923764339e-5,989.9872252413887,89,1,8522
2003-024,10,0.016571052316136405,3.411688444611238e-5,732.510937288291,29,1,8522
2003-025,31,0.01186006169952179,3.50594257266066e-5,13509.682659048076,20,1,8522
2003-026,29,0.026069492976712978,3.6806654643159485e-5,23877.498156698355,1,1,8522
2003-027,10,0.03272456811126713,3.182281059063136e-5,5.6261206558370525,5,1,8522
2003-028,23,0.006513279682952964,3.41740140796938e-5,10855.192017381456,48,1,8522
2003-029,6,0.009150405196035152,3.11710981577881e-5,206.44236809238953,5,1,8522
2003-030,44,0.13116044517309675,3.5536602700781806e-5,11070.777793595395,89,1,8522
2003-031,37,0.016525564590105592,3.604772719080062e-5,25750.339322719174,1,1,8522
2003-032,19,0.015253093108768838,3.607894072230039e-5,6852.108416105574,1,1,8522
2003-033,10,0.007869447837109574,3.205847465777579e-5,1789.2002356578137,96,1,8522
2003-034,28,0.040888699385721684,3.481894150417827e-5,3954.5871759648794,5,1,8522
2003-035,29,0.09303060666577473,3.499562554680665e-5,1746.8990801701043,60,1,8522
2003-036,7,0.011566671614476373,3.287310979618672e-5,1003.326928664402,1,1,8522
2003-037,10,0.012776096652354674,3.343587000133744e-5,893.1628612619362,49,1,8522
2003-038,10,0.003181131310143966,3.21099444497961e-5,3157.5695444887106,1,1,8522
2003-039,20,0.010948705269747713,3.315100281783524e-5,8070.64253536097,5,1,8522
2003-040,48,0.05635065111578471,3.6104993320576236e-5,19890.944997725273,5,1,8522
2003-041,15,0.03243344275503621,3.2925062557618855e-05,485.627964761897,5,1,8522
2003-042,4,0.001217279435889304,2.9531628373988543e-5,8607.019046500223,538,1,8522
2003-043,3,0.001130235385493525,2.9558688776565873e-5,86.836943152453415,29,1,8522
2003-044,13,0.010658590589001706,3.313123281317298e-5,3973.95902538228,1,1,8522
2003-045,4,0.008209361438683649,2.945074363127669e-5,8.79097055324687,89,1,8522
2003-046,9,0.00673545567484234,3.144752979653448e-5,1652.4591513280088,126,1,8522
2003-047,12,0.0029787755670479753,3.232688950669167e-5,4287.818993006026,74,1,8522
2003-048,45,0.05194234575856294,3.7822913120768564e-5,29094.4268025208,1,1,8522
2003-049,11,0.005342412260181916,3.293807641633729e-5,568.3336500971437,1,1,8522
2003-050,15,0.009662938570226813,3.316419593406958e-5,3721.6792204768026,39,1,8522
2003-051,76,0.20758719672007747,3.861600247142416e-5,28250.384648548268,25,1,8522
2003-052,19,0.013131025252153447,3.454708768050853e-5,8741.028442510527,1,1,8522
2003-053,22,0.0568491800391816,3.510989396812022e-5,2181.039520780463,5,1,8522
2003-054,27,0.004907550659144513,3.291530891017412e-5,11204.201850030859,20,1,8522
2003-055,5,0.010129871910650554,3.191319610659008e-5,220.44853351096296,29,1,8522
2003-056,8,0.008469570639300563,3.0862292451083265e-5,190.73439912259974,5,1,8522
2003-057,18,0.018340102679851644,3.43666231356107e-5,3074.868422836913,1,1,8522
2003-058,6,4.5968098871553063e-4,2.8144437251977146e-5,163.40405711618558,48,1,8522
2003-059,50,0.147204881605981,3.8681726752282226e-5,23144.161679831344,1,1,8522
2003-060,15,0.006548975865200639,3.2442252790033744e-5,3928.604502419308,1,1,8522
2003-061,26,0.07288317533333048,3.644713343295549e-5,10553.130562940587,1,1,8522
2003-062,28,0.0696352408473893,3.518896474065733e-5,5229.310912789724,89,1,8522
2003-063,14,0.014815696739048435,3.297935492381769e-5,979.3365066733264,49,1,8522
2003-064,33,0.05973668038920462,3.515556336790297e-5,8071.154443978451,5,1,8522
2003-065,37,0.02353675574665705,3.7026066350710897e-5,23251.84777571667,1,1,8522
2003-066,4,0.0015393029061591102,2.9652473016249552e-5,115.28837923586414,39,1,8522
2003-067,11,0.0025020664554580947,3.1501023783272954e-5,2262.367516459562,1,1,8522
2003-068,8,0.02726737506977419,3.161755406601745e-5,163.45436031306437,29,1,8522
2003-069,55,0.1658069430577343,3.777148253068933e-5,18342.780465036965,60,1,8522
2003-070,7,0.0030301916341241193,3.170878650474046e-5,1154.4174451668177,1,1,8522
2003-071,20,0.027817470502295806,3.3517680576504107e-5,2535.895699718354,5,1,8522
2003-072,42,0.03969258658503454,3.712641544458882e-5,46660.85439033858,29,1,8522
2003-073,15,0.018474487251939734,3.470535156521136e-5,9663.31563791324,1,1,8522
2003-074,15,0.0036204878286608647,3.1904032669729455e-5,22402.29812529344,1,1,8522
2003-075,38,0.10072125992035104,3.469210754553339e-5,4974.065522194524,89,1,8522
2003-076,21,0.003413713212857401,3.162155325069568e-5,1724.6400070858463,39,1,8522
2003-077,8,0.006603703742711031,3.1452475309806884e-5,387.4767213798074,5,1,8522
2003-078,7,0.008299102115093498,3.429472890016804e-5,2334.120264980724,1,1,8522
2003-079,27,0.06127384715507497,3.4574560038723504e-5,1773.2730794733632,5,1,8522
2003-080,39,0.0630359061527946,3.6952183874066954e-5,11681.259240930101,49,1,8522
2003-081,40,0.08075421037840823,3.623844899438304e-5,9836.990807280188,5,1,8522
2003-082,22,0.0166758175682338,3.4938159457759764e-5,10023.924791794816,21,1,8522
2003-083,39,0.09808711765750883,3.577433549171824e-5,5575.313931640702,5,1,8522
2003-084,23,0.018029307168682035,3.3917850964962864e-5,7375.25165123646,49,1,8522
2003-085,22,0.03173842931451996,3.635702599527359e-5,6929.454639783007,5,1,8522
2003-086,56,0.11704904648844057,3.883193538365952e-5,28233.419700991668,49,1,8522
2003-087,25,0.07793294706931372,3.407503322315739e-5,1141.4875468914322,5,1,8522
2003-088,28,0.08213894047417787,3.4190371991247264e-5,1016.7164186847217,5,1,8522
2003-089,11,0.01320535953772288,3.224246332419797e-5,322.4694977789174,5,1,8522
2003-090,27,0.13464876692780622,3.556314235925887e-5,2627.2586856237904,29,1,8522
2003-091,35,0.024068696303006742,3.6942628098562926e-5,41659.21266010733,1,1,8522
2004-001,27,0.016430583423155884,3.400666530640005e-5,10361.140665338393,1,1,8522
2004-002,16,0.0011303125750925895,3.0414550320873504e-5,10514.23885435426,11,1,8522
2004-003,15,0.031066318709635544,3.3392326443383306e-5,375.3219501761888,5,1,8522
2004-004,21,0.006696722171333279,3.3947788301592153e-05,12986.053173673723,1,1,8522
2004-005,11,0.03724486044737156,3.267226451465351e-5,174.0598252501829,29,1,8522
2004-006,14,0.0010108714028972295,2.9387563183260845e-5,10485.330956685773,105,1,8522
2004-007,5,0.0063085668020006645,3.184409132885393e-5,459.1256991099789,1,1,8522
2004-008,31,0.10509471714728337,3.6831055946373985e-5,5459.309662504789,29,1,8522
2004-009,15,0.020960562884055955,3.116721209287829e-5,388.7681643433837,89,1,8522
2004-010,19,0.020300585466897995,3.522863383357993e-5,12803.074882320772,1,1,8522
2004-011,14,0.01859357046932533,3.218331616889804e-5,562.9328807315417,5,1,8522
2004-012,22,0.024547079175288308,3.306440946964687e-5,1797.389883551316,49,1,8522
2004-013,8,0.002547058980299931,3.1413941507240916e-5,888.6699311844288,1,1,8522
2004-014,72,0.15728895131507584,3.8744672607516464e-5,56972.9172396032,49,1,8522
2004-015,28,0.0179211768959594,3.571811265492732e-5,20443.16354392489,1,1,8522
2004-016,50,0.07537826459206809,3.9053346871826916e-5,42623.1917543627,1,1,8522
2004-017,24,0.05972388509493339,3.3100526298368146e-5,1754.7019673040859,89,1,8522
2004-018,10,0.0010212717140862797,2.9558688776565873e-5,4212.36619436001,64,1,8522
2004-019,14,0.018235126661369446,3.3441460723004385e-5,2128.220382059355,49,1,8522
2004-020,23,0.027900187263271446,3.294241665568586e-5,2388.3908574341826,5,1,8522
2004-021,21,0.019606043944825974,3.357732858773756e-5,3737.4406911682177,19,1,8522
2004-022,11,0.0012335502727172632,2.995357196345664e-5,4405.158197155739,94,1,8522
2004-023,46,0.11172288113626173,3.7694598364054426e-5,23162.98596099202,49,1,8522
2004-024,56,0.15210925924765165,3.82189948404357e-5,33008.52597761481,5,1,8522
2004-025,9,0.012288689959997556,3.315210184325686e-5,3358.86072446383,1,1,8522
2004-026,14,0.01473702829930089,3.443407596157157e-5,5942.405896866175,1,1,8522
2004-027,25,0.016973424128257628,3.4327692149256805e-5,7764.804747322286,1,1,8522
2004-028,11,0.016389836527060983,3.3716578441619744e-5,6451.473334475567,1,1,8522
2004-029,21,0.030730895399056102,3.507910337811766e-5,3368.6361505027107,49,1,8522
2004-030,17,0.01959575495321605,3.2222723464587226e-5,2786.6730511618107,89,1,8522
2004-031,24,0.02426380689454018,3.545093590470789e-5,5324.167347693398,1,1,8522
2004-032,17,0.028510351878553244,3.271180896303565e-5,587.6919830872937,5,1,8522
2004-033,37,0.03814995269985929,3.659250585480094e-5,11869.53097412743,1,1,8522
2004-034,17,0.014292391631509159,3.278043663541598e-5,8155.012682973221,115,1,8522
2004-035,41,0.027979031119265384,3.634777551613841e-5,16362.598768289348,1,1,8522
2004-036,18,0.014750858349894926,3.3540164346805303e-5,1832.665709577343,5,1,8522
2004-037,20,0.02386854734633266,3.4891835310537335e-5,3102.5134746010353,29,1,8522
2004-038,13,0.01806369196151387,3.406806799986373e-5,5121.450767371649,5,1,8522
2004-039,9,0.001939422663997864,3.0959752321981425e-5,1030.4812847629178,48,1,8522
2004-040,18,0.00623230031418517,3.2787960260992165e-5,3638.328368767507,1,1,8522
2004-041,33,0.012144147165594431,3.567988011560281e-5,24781.2985490517,1,1,8522
2004-042,29,0.010631715495326486,3.497971176717504e-5,14559.471605409839,1,1,8522
2004-043,17,0.0135925980358924,3.401476240688458e-5,10565.430836245218,5,1,8522
2004-044,24,0.012877371535995946,3.437252947444403e-5,5973.4800623264355,39,1,8522
2004-045,33,0.032887971614873716,3.4777770049384435e-5,5694.647063078057,15,1,8522
2004-046,30,0.032340709502104915,3.4939380175395687e-5,2874.964449407448,14,1,8522
2004-047,19,0.06263715483066896,3.26062147445303e-5,523.4438863844254,29,1,8522
2004-048,32,0.11087119178193594,3.519144144144144e-5,7072.0575518706455,29,1,8522
2004-049,21,0.04777432841576759,3.459489379367605e-5,2846.8381828831275,49,1,8522
2004-050,27,0.027894135814824878,3.584357862288971e-5,16959.77977022938,96,1,8522
2004-051,10,0.005865820604028105,3.197237586725069e-5,1835.4425794920203,1,1,8522
2004-052,75,0.11167879761342067,3.780432481475881e-5,110093.36139282267,60,1,8522
2004-053,9,0.04426022801449997,3.325684259536399e-5,330.98638255854905,29,1,8522
2004-054,43,0.07383073715357587,3.777719013259793e-5,19132.419578242778,1,1,8522
2004-055,13,0.004266437008965188,3.1661600810536976e-5,21109.20391767843,33,1,8522
2004-056,14,0.010763541000062497,3.3875338753387534e-5,4063.5980195274287,1,1,8522
2004-057,19,0.030277364275865144,3.469210754553339e-5,2662.128152691244,49,1,8522
2004-058,14,0.024720574889118777,3.3198326804329064e-5,959.6619399192738,5,1,8522
2004-059,1,6.838800806767859e-6,2.2904784809546716e-5,0,541,1,8522
2004-060,15,0.042470156115147234,3.392245327182062e-5,929.9185998801072,49,1,8522
2004-061,27,0.03503651134277634,3.5104963841887245e-5,6384.5816330238695,49,1,8522
2004-062,12,0.0034593972193662785,3.220508196193359e-5,1888.2147525547064,1,1,8522
2004-063,25,0.04804076779495519,3.56582513193553e-5,4041.2167065189587,14,1,8522
2004-064,23,0.018573693066209672,3.5424563392256186e-5,14837.526933841375,1,1,8522
2004-065,29,0.021530752637607332,3.2614722285639735e-5,2191.3942654160064,5,1,8522
2004-066,16,0.003723641042694725,3.233211549031653e-5,3266.172772206021,1,1,8522
2004-067,17,0.009794838722785325,3.147821707378494e-5,332.1040548311679,15,1,8522
2004-068,8,0.0032810739946765896,3.137451761679164e-5,1124.482537698421,1,1,8522
2004-069,25,0.05371702909642837,3.605032625545261e-5,6835.336224852007,14,1,8522
2004-070,30,0.02004379862209888,3.500052500787512e-5,14059.444368430082,5,1,8522
2004-071,30,0.009575715107419785,3.441511511856007e-5,19306.140872682106,1,1,8522
2004-072,5,6.34785474655288e-4,2.869193469715663e-5,452.4217504054902,1,1,8522
2004-073,28,0.0512751334589498,3.471860570079506e-5,3837.3539264613164,5,1,8522
2004-074,23,0.028773223692240266,3.561887800534283e-5,10349.149074729872,5,1,8522
2004-075,45,0.12584267520210896,3.639407504458274e-5,7444.060766396155,60,1,8522
2004-076,35,0.09119069044436166,3.697131026323573e-5,13238.623142374323,49,1,8522
2004-077,8,0.017204872688481993,3.219886016035033e-5,181.68798310966883,5,1,8522
2004-078,41,0.11909747634147301,3.632269078493335e-5,8888.700416575019,60,1,8522
2004-079,8,0.002489090044509567,2.9820480706148985e-5,1119.821015405226,141,1,8522
2004-080,46,0.02657162614891085,3.650834215618268e-5,20270.604414325706,1,1,8522
2005-001,4,0.001765705620817014,2.8347081667942287e-5,128.8130276134155,5,1,8522
2005-002,3,0.00419876537557527,2.8844212408780178e-05,36.089137356090994,5,1,8522
2005-003,1,0.0021369328090506596,2.818727626349466e-5,0,542,1,8522
2005-004,23,0.00909504089117902,3.3551417547391375e-5,4803.0527642767365,20,1,8522
2005-005,17,0.0019001057427937712,3.122462998813464e-5,7647.758957571209,1,1,8522
2005-006,2,2.58995720072839e-4,2.6928773394371888e-5,0,37,1,8522
2005-007,32,0.02484253760280529,3.678499172337687e-5,26260.860386822016,1,1,8522
2005-009,10,0.017872062908460783,3.354466472107612e-5,891.3880129533848,5,1,8522
2005-010,9,0.0012227041118307623,2.9945499191471524e-5,4465.157253941494,63,1,8522
2005-011,22,0.005512240461986929,3.115070712105165e-5,925.9450220264907,115,1,8522
2005-012,9,0.001487656526989048,3.010234798314269e-5,1109.5697906451078,1,1,8522
2005-013,9,0.0027370254327239454,3.1520882584712375e-5,1783.1608676034064,1,1,8522
2005-014,11,0.020003506054387835,3.3364473508608036e-5,633.3797852681728,1,1,8522
2005-015,11,0.0016735759502829785,2.9965240321227377e-5,413.9167155809577,16,1,8522
2005-016,5,0.006849237415159629,3.0515715593530668e-5,368.0756733757652,5,1,8522
2005-017,19,0.03820059489142245,3.36337952374546e-5,1237.8042458709826,5,1,8522
2005-018,49,0.038018449728263,3.789170550566481e-5,27908.577257202214,1,1,8522
2005-019,10,0.003943205209901984,3.2181244770547725e-5,1379.731971077679,1,1,8522
2005-020,29,0.09951681192490482,3.61271676300578e-5,5791.415216745628,29,1,8522
2005-021,13,0.01375997819490986,3.196215680634129e-5,670.3684673304259,49,1,8522
2005-022,18,0.01743667958224371,3.397200706617747e-5,4777.071821690127,21,1,8522
2005-023,22,0.026694044297980772,3.590922148807814e-5,12337.32252051837,1,1,8522
2005-024,10,0.008194322819796464,3.28709486555782e-5,4101.842476952873,153,1,8522
2005-025,4,0.025832929602225753,3.246015515954166e-5,5.0429373619429905,29,1,8522
2005-026,1,7.656357321289869e-5,2.4935168561739478e-5,0,543,1,8522
2005-027,23,0.05050565262547148,3.5390713476783694e-5,3377.280897909026,60,1,8522
2005-028,14,0.002049308227903172,3.01568154402895e-5,383.90853299313,138,1,8522
2005-029,1,1.1663279609489642e-6,2.066884378487867e-5,0,550,1,8522
2005-030,4,0.004605600893399053,3.176720988595572e-5,23.396285722155287,1,1,8522
2005-031,15,0.013919830287556934,3.298805832288711e-5,3032.684314985556,29,1,8522
2005-032,11,0.01679434145702192,3.408432461910768e-5,676.6710255159859,1,1,8522
2005-033,23,0.005528062644745131,3.329781566329249e-5,8867.17140957464,1,1,8522
2005-034,42,0.02368146592819592,3.6675713342624516e-5,25257.015484271833,1,1,8522
2005-035,20,0.04098794923781754,3.3739329936907456e-5,3253.3085756025703,5,1,8522
2005-036,12,0.006150144640702387,3.166661388897685e-5,200.78645913589526,16,1,8522
2005-037,13,0.004401716396009569,3.269149040504756e-5,2409.3552548652847,1,1,8522
2005-038,14,0.00445933401945737,3.1419863637791814e-5,1775.6617333196996,16,1,8522
2005-039,38,0.14469676874733,3.678093276445491e-5,6575.138113128051,29,1,8522
2005-040,23,0.00857548707477416,3.382606636674221e-5,6653.911619829282,1,1,8522
2005-041,12,0.04028824511585144,3.292289458089155e-5,1029.1516626383786,89,1,8522
2005-042,53,0.15273002773065975,3.5783296357260434e-5,13888.403306256594,89,1,8522
2005-043,8,0.0010719867883209715,2.9338418659234267e-5,5476.411556211144,61,1,8522
2005-044,6,0.003324090893578163,3.147326346268845e-5,1003.2685969688229,1,1,8522
2005-046,7,0.010655773103698448,3.303819215012555e-5,115.16522696181015,1,1,8522
2005-047,37,0.044148009240641224,3.601786486097104e-5,18396.428905017496,5,1,8522
2005-048,14,0.022544650280691757,3.347168295621904e-5,4274.103345380137,108,1,8522
2005-049,28,0.05642180084205895,3.6260787584306334e-5,4924.69632960345,49,1,8522
2005-050,5,0.002815785086953286,3.058384561274735e-5,318.4012000297945,1,1,8522
2005-051,6,0.005172465617251202,3.1216832115876875e-5,904.2501317650209,1,1,8522
2005-052,12,0.011249058953017803,3.1523863564718496e-5,208.0603590876865,5,1,8522
2005-053,52,0.09504272404921571,3.7028808412945274e-5,16963.09891474413,29,1,8522
2005-054,6,9.202006297529824e-4,2.911886319958069e-5,232.4740481720848,39,1,8522
2005-055,14,0.0034092111272175252,3.239810795049569e-5,4347.4873496149085,1,1,8522
2005-056,11,0.0017792997081424598,3.0891847641407435e-5,2897.5184468903,1,1,8522
2005-057,33,0.07355327265535416,3.472342789680197e-5,6690.751632912626,89,1,8522
2005-058,38,0.12347978386637296,3.735524841240195e-5,12809.353091173358,29,1,8522
2005-059,16,0.004655261863576495,3.2515038205169886e-5,2789.02663390283,1,1,8522
2005-060,12,0.0035467698148215834,3.213780691605605e-5,3900.9191469757016,49,1,8522
2005-061,6,0.002771383226591142,3.0842303303210686e-5,260.64977767678744,1,1,8522
2005-063,14,0.03654491973518519,3.392705682782019e-5,365.2741101838026,5,1,8522
2005-064,17,0.013989749542803543,3.326016097917914e-5,2493.7423554999123,49,1,8522
2005-065,76,0.21530231900738714,3.727032164287578e-5,32753.925913451152,89,1,8522
2005-066,15,0.0035130947579408755,3.266799516513671e-5,5266.262496936844,1,1,8522
2005-067,12,0.0034249592298315587,3.122462998813464e-5,5963.944877610281,70,1,8522
2005-068,20,0.00584730528814872,3.295544423938835e-5,4772.704971725953,1,1,8522
2005-069,31,0.03256009338600533,3.6968576709796674e-5,28294.750737912924,1,1,8522
2005-070,27,0.03823365007435579,3.346944239908963e-5,3344.890824110918,5,1,8522
2005-071,22,0.06160713545007575,3.377009320545725e-5,1944.7067988487909,89,1,8522
2005-072,10,0.009886095975218995,3.199283360527242e-5,1481.4193839322493,5,1,8522
2005-073,18,0.019543353206272512,3.382721060821325e-5,2896.920587193852,49,1,8522
2005-074,9,0.006146895389282732,3.322259136212625e-5,282.14377095855133,1,1,8522
2005-075,25,0.012869315061035938,3.470173855710171e-5,6667.749176145386,1,1,8522
2005-076,47,0.06504181105289171,3.841130828916033e-5,51576.01743874632,49,1,8522
2005-077,10,0.0021302541028110846,3.0909034710845985e-5,5812.572901300319,62,1,8522
2005-078,41,0.06549574387617327,3.5493717611982675e-5,8790.299412625456,5,1,8522
2005-079,40,0.09716174942238269,3.582688449412439e-5,9793.553064198008,5,1,8522
2005-080,18,0.041079634426333576,3.45913037462382e-5,1353.166611431499,5,1,8522
2005-081,36,0.14471127727121053,3.7246722288438616e-5,6931.517581276094,29,1,8522
2005-082,29,0.01149205360159833,3.41868654063109e-5,19024.449610429296,1,1,8522
2005-083,53,0.10600769765870946,3.77600724993392e-5,123871.15469261687,96,1,8522
2005-084,62,0.13978628416621067,3.726337755254136e-5,16933.52915213025,25,1,8522
2005-085,15,0.03877959344951812,3.4885749171463454e-5,2543.429806395462,49,1,8522
2005-086,54,0.06456383525754088,3.876720294630743e-5,55485.64199736265,5,1,8522
2005-087,31,0.06262685718086393,3.6168981481481486e-5,9807.8616457585,5,1,8522
2006-001,11,0.026198038957157017,3.215744284014535e-5,2190.361311325952,25,1,8522
2006-002,18,0.03172022781793886,3.15746266300401e-5,374.03869081735377,5,1,8522
2006-003,14,0.0063995551540526035,3.3175198221809375e-5,2126.944822513288,1,1,8522
2006-004,2,9.80628723353312e-5,2.511553144464537e-5,0,544,1,8522
2006-005,29,0.050159703432230675,3.544590954203885e-5,10548.654347279784,5,1,8522
2006-006,11,0.002732233163762558,3.195296523517382e-5,10243.755172997082,1,1,8522
2006-007,8,0.008730204926444624,3.188775510204082e-5,1359.2829084379541,49,1,8522
2006-008,19,0.02572172543492263,3.46476335666274e-5,9357.849333093254,29,1,8522
2006-009,13,0.012834382212907428,3.248546275541695e-5,598.3135008703254,5,1,8522
2006-010,13,0.002693313704988877,3.2178138172925313e-5,10890.49029488458,55,1,8522
2006-011,17,0.010774929970077361,3.3634926507685585e-5,5186.590163424688,1,1,8522
2006-012,19,0.010968117693187843,3.390635065947852e-5,6328.72997724057,49,1,8522
2006-013,26,0.0112100030030702,3.3998572059973484e-5,9439.647520944161,1,1,8522
2006-014,17,0.019153284054400515,3.295761650517435e-5,620.9575778338155,49,1,8522
2006-015,5,0.0016403229999311032,2.9682398337785694e-5,21.050362453098046,16,1,8522
2006-016,20,0.020820156146930478,3.388337342865856e-5,4830.448657127915,5,1,8522
2006-017,18,0.047911390959216794,3.563791874554526e-5,2640.198311040718,49,1,8522
2006-018,8,7.745050953601639e-4,2.9838276541146985e-5,1969.185520248852,48,1,8522
2006-020,26,0.054509692157241656,3.428062116485551e-5,3679.715967483467,5,1,8522
